healthy	tumor	unknown
11.954953401765282	15.978888679862507	12.383397909698775
12.345203956314215	6.995114230079476	12.765681338843391
14.453345865038559	5.3839610129840345	15.808799490479345
7.021881710124357	11.017733023079558	7.2009947923315885
0.20981738883059364	29.571552845026503	1.2686243577265701
3.9904746865008067	32.32964653535078	4.316124334306405
13.239342562556741	14.880042467247202	14.220437952333699
20.110012684154306	14.966974706725543	20.216725515510056
3.841566094331855	13.862426109333928	4.364347962188527
9.00609414754696	30.89934149979573	9.435718380838129
8.677536325688564	29.74383335337664	9.276538563475649
1.0411319720810166	5.566675741867758	1.8250679842074202
0.8972985321749647	21.994546777883226	2.2685053989888226
3.959913962137387	3.969010580545164	4.539867439929833
16.6053659090395	31.305711157541836	16.922904674845807
10.524178064173107	10.22999682300277	11.805816106683789
7.423354140525562	9.921342660064319	8.355207138915025
20.16059704729598	32.06041957035656	20.4308577704469
11.533715723430097	33.28798633821411	12.116078582250935
12.568419107714686	6.833889113071004	13.513428972825603
5.663328400964702	17.124375790198528	6.066268367052185
0.7234050247605559	13.018612205928633	2.043923551810086
8.416937051804227	37.90562956916956	9.596593973651553
10.587737428690145	6.291868856993876	11.399593214163936
14.534624133741515	3.856380113428308	14.688908376847943
1.189022747929174	14.590146321410172	2.076792055221398
17.191612771084966	33.605682060729656	18.612431763309708
8.246622619937742	3.64558641835194	8.553844669269917
13.417221493977726	9.717531308871363	14.909658714311455
5.3229307691229435	30.685416354995624	5.461642909016249
3.5198859663962754	27.51302168727312	4.090804744278934
14.824258579428502	21.34728241455135	15.66036192624546
11.410841402215304	20.033720514228406	11.848578273697417
4.560080140435421	14.564061119203775	4.582717972687125
12.984983251517889	7.79218421850626	13.096887473367705
16.705490866652674	6.958587724325423	16.79618315083885
2.518418145418729	31.17930300588837	2.758729627013059
16.838675271009762	24.815005891133257	17.79951326776404
3.846916149083994	6.5801759391065415	4.819408335693327
12.157930503958745	3.0096477569601734	12.428327972742743
0.8391523373493842	15.797752470875096	1.4388226257561736
10.168209920592561	11.606186116478176	10.831877152714696
13.616723186322712	32.40406614040228	14.195096154924002
14.097711401840252	40.3	15.56989750726513
19.05919263930461	41.2	19.59949264951201
11.992911616380164	42.0	13.478739176467954
9.107954776461968	43.0	9.886403886714678
14.097711401840252	40.3	14.124440801213105
19.05919263930461	41.2	19.93320428138973
11.992911616380164	42.0	13.426280362300883
9.107954776461968	43.0	9.607193165873243
14.097711401840252	40.3	15.036651997505835
19.05919263930461	41.2	20.165867602941805
11.992911616380164	42.0	12.490713016064012
9.107954776461968	43.0	9.501338512471138
14.097711401840252	40.3	15.065986672245337
19.05919263930461	41.2	20.30022668865119
11.992911616380164	42.0	12.64943059234341
9.107954776461968	43.0	10.10556369304314
14.097711401840252	40.3	15.081017939318338
14.097711401840252	40.3	14.833807179849467
19.05919263930461	41.2	19.345962605933853
11.992911616380164	42.0	12.160880628507586
9.107954776461968	43.0	9.561637598297853
14.097711401840252	40.3	15.053771297779935
19.05919263930461	41.2	20.02450202335936
11.992911616380164	42.0	12.140869194210532
9.107954776461968	43.0	10.123690153381599
14.097711401840252	40.3	15.382015338130095
19.05919263930461	41.2	19.252768422353846
11.992911616380164	42.0	12.707391037979438
9.107954776461968	43.0	9.94178991220285
14.097711401840252	40.3	15.180539004427699
19.05919263930461	41.2	19.31489775399008
11.992911616380164	42.0	12.910741597376878
9.107954776461968	43.0	9.841690177375709
14.097711401840252	40.3	15.06489203420039
